transaction_id,customer_id,transaction_date,amount,category,gender,age,city,payment_method,true_segment
TXN_003819,CUST_0235,2024-04-06,233.08,Toys,Male,23,Houston,PayPal,champion
TXN_010702,CUST_0639,2024-05-09,72.06,Electronics,Male,46,Houston,Credit Card,at_risk
TXN_007053,CUST_0437,2023-08-06,92.35,Electronics,Male,55,Philadelphia,PayPal,champion
TXN_007672,CUST_0467,2023-08-04,148.65,Health & Beauty,Male,50,Chicago,Credit Card,loyal
TXN_014567,CUST_0896,2023-06-03,50.88,Health & Beauty,Male,37,Los Angeles,Debit Card,dormant
TXN_005749,CUST_0343,2023-09-09,99.84,Clothing,Male,46,Los Angeles,PayPal,loyal
TXN_001097,CUST_0074,2024-02-13,198.58,Groceries,Female,39,San Diego,Cash,loyal
TXN_014401,CUST_0885,2024-05-03,133.28,Health & Beauty,Female,48,Philadelphia,Debit Card,at_risk
TXN_001018,CUST_0069,2024-02-14,182.23,Health & Beauty,Male,56,Phoenix,Credit Card,loyal
TXN_006339,CUST_0384,2023-05-17,158.07,Clothing,Female,41,New York,Debit Card,loyal
TXN_002955,CUST_0190,2023-03-21,360.91,Sports,Male,45,San Antonio,Cash,champion
TXN_015829,CUST_0970,2023-09-15,575.05,Health & Beauty,Male,28,Houston,PayPal,champion
TXN_014746,CUST_0906,2023-07-18,148.67,Sports,Female,38,San Antonio,Credit Card,loyal
TXN_001705,CUST_0115,2023-11-14,196.57,Groceries,Female,31,Phoenix,Cash,champion
TXN_003371,CUST_0210,2024-05-10,67.51,Sports,Male,65,Los Angeles,Credit Card,loyal
TXN_002400,CUST_0161,2024-02-06,70.19,Groceries,Male,22,Philadelphia,Credit Card,loyal
TXN_004140,CUST_0253,2023-09-08,425.88,Electronics,Female,22,San Antonio,Credit Card,champion
TXN_007553,CUST_0458,2022-12-24,145.26,Health & Beauty,Male,45,Los Angeles,Cash,loyal
TXN_015218,CUST_0931,2023-08-29,201.48,Home & Garden,Male,35,Phoenix,Cash,champion
TXN_005474,CUST_0328,2024-03-08,131.14,Groceries,Female,24,Los Angeles,Cash,loyal
TXN_003029,CUST_0192,2023-03-07,26.79,Electronics,Female,26,Houston,Debit Card,loyal
TXN_014126,CUST_0866,2024-03-24,64.15,Sports,Female,46,Philadelphia,Debit Card,dormant
TXN_015432,CUST_0945,2023-04-12,152.61,Electronics,Male,34,San Antonio,Credit Card,loyal
TXN_005025,CUST_0306,2024-01-03,289.01,Books,Other,53,Phoenix,Credit Card,champion
TXN_002075,CUST_0134,2024-04-05,135.11,Clothing,Male,60,San Antonio,Cash,champion
TXN_005562,CUST_0333,2023-01-22,150.57,Groceries,Male,64,New York,Debit Card,at_risk
TXN_000949,CUST_0064,2023-01-21,286.02,Clothing,Male,60,San Diego,Debit Card,champion
TXN_013039,CUST_0789,2023-05-02,80.46,Toys,Male,18,Houston,Debit Card,at_risk
TXN_010675,CUST_0636,2023-02-09,466.05,Home & Garden,Male,31,New York,Debit Card,champion
TXN_002991,CUST_0191,2023-12-25,309.5,Health & Beauty,Male,46,Philadelphia,Cash,champion
TXN_012121,CUST_0725,2024-04-18,358.14,Books,Female,60,New York,Credit Card,champion
TXN_014195,CUST_0870,2024-02-08,235.12,Sports,Female,25,San Diego,Credit Card,champion
TXN_013790,CUST_0833,2023-02-27,156.74,Health & Beauty,Male,32,Houston,Cash,loyal
TXN_010158,CUST_0606,2023-03-30,182.2,Toys,Male,22,Philadelphia,Cash,loyal
TXN_002067,CUST_0134,2023-07-28,295.84,Home & Garden,Male,60,San Antonio,Credit Card,champion
TXN_015808,CUST_0966,2023-10-24,93.05,Toys,Male,59,Phoenix,Debit Card,loyal
TXN_001508,CUST_0105,2024-03-12,405.94,Toys,Female,47,Houston,Cash,champion
TXN_006323,CUST_0383,2024-01-26,186.05,Sports,Female,42,San Diego,Debit Card,loyal
TXN_002715,CUST_0180,2024-03-10,116.92,Home & Garden,Male,64,San Antonio,Debit Card,loyal
TXN_007420,CUST_0453,2023-07-16,43.15,Health & Beauty,Male,63,San Diego,Cash,dormant
TXN_006260,CUST_0379,2024-03-20,110.43,Toys,Female,32,Phoenix,Credit Card,at_risk
TXN_015404,CUST_0943,2024-01-10,234.36,Clothing,Female,50,Los Angeles,Debit Card,loyal
TXN_010284,CUST_0612,2024-06-09,207.44,Health & Beauty,Female,56,San Antonio,Credit Card,champion
TXN_001566,CUST_0107,2023-12-20,30.85,Toys,Male,56,San Antonio,PayPal,dormant
TXN_014937,CUST_0916,2023-04-08,155.41,Groceries,Male,25,New York,Debit Card,loyal
TXN_005921,CUST_0356,2024-02-09,154.15,Electronics,Female,19,Philadelphia,PayPal,at_risk
TXN_001602,CUST_0110,2023-08-29,176.29,Books,Male,18,Philadelphia,Debit Card,loyal
TXN_000321,CUST_0024,2023-07-06,249.93,Sports,Male,64,San Antonio,Cash,champion
TXN_008724,CUST_0526,2024-04-10,206.8,Books,Male,42,Los Angeles,PayPal,loyal
TXN_015754,CUST_0963,2023-09-07,20.47,Health & Beauty,Male,38,Los Angeles,Cash,dormant
TXN_011574,CUST_0689,2023-12-04,236.83,Books,Female,41,Chicago,Credit Card,champion
TXN_004977,CUST_0304,2024-03-28,274.6,Groceries,Female,37,Chicago,Debit Card,champion
TXN_010166,CUST_0606,2023-04-18,135.2,Toys,Male,22,Philadelphia,Credit Card,loyal
TXN_012586,CUST_0752,2024-05-24,171.78,Toys,Female,45,Houston,Debit Card,loyal
TXN_004046,CUST_0250,2024-03-10,189.7,Home & Garden,Female,44,Philadelphia,Debit Card,champion
TXN_011399,CUST_0673,2023-03-13,233.79,Groceries,Male,37,San Antonio,Debit Card,champion
TXN_005155,CUST_0311,2023-04-25,201.08,Clothing,Male,29,Los Angeles,Cash,champion
TXN_009001,CUST_0545,2023-05-03,127.36,Home & Garden,Female,58,Phoenix,PayPal,loyal
TXN_000998,CUST_0067,2023-04-07,192.3,Clothing,Male,40,New York,PayPal,loyal
TXN_013581,CUST_0817,2023-10-04,119.64,Home & Garden,Female,25,San Antonio,Credit Card,loyal
TXN_015219,CUST_0931,2023-10-17,245.45,Electronics,Male,35,Phoenix,PayPal,champion
TXN_008349,CUST_0504,2024-05-30,271.11,Health & Beauty,Female,67,Philadelphia,PayPal,champion
TXN_009054,CUST_0546,2023-11-27,304.42,Books,Male,20,Philadelphia,Debit Card,champion
TXN_015971,CUST_0980,2023-08-18,135.21,Sports,Female,56,San Diego,Cash,champion
TXN_007948,CUST_0489,2023-06-26,195.61,Electronics,Female,57,San Antonio,Debit Card,loyal
TXN_000263,CUST_0022,2024-05-10,97.63,Health & Beauty,Male,62,Chicago,Debit Card,at_risk
TXN_004351,CUST_0261,2024-05-18,251.99,Sports,Female,49,San Antonio,Credit Card,loyal
TXN_012738,CUST_0766,2023-01-24,70.75,Groceries,Female,28,New York,Cash,at_risk
TXN_004220,CUST_0255,2023-03-03,86.72,Books,Male,62,Houston,Cash,loyal
TXN_012877,CUST_0776,2024-06-02,168.69,Health & Beauty,Male,35,New York,Debit Card,champion
TXN_011672,CUST_0700,2023-11-03,54.99,Toys,Female,40,Philadelphia,Credit Card,loyal
TXN_007534,CUST_0457,2024-05-27,,Books,Male,39,Chicago,Debit Card,at_risk
TXN_015678,CUST_0959,2024-01-24,223.05,Electronics,Male,42,Houston,Debit Card,champion
TXN_002753,CUST_0183,2023-04-12,52.61,Sports,Female,21,Houston,PayPal,dormant
TXN_007051,CUST_0437,2023-10-18,278.14,Toys,Male,55,Philadelphia,Credit Card,champion
TXN_006174,CUST_0373,2024-01-06,159.87,Health & Beauty,Male,23,Phoenix,Credit Card,loyal
TXN_013618,CUST_0822,2023-10-22,144.27,Sports,Male,46,San Diego,Credit Card,loyal
TXN_009292,CUST_0566,2023-03-10,154.7,Groceries,Female,37,Chicago,Credit Card,loyal
TXN_009257,CUST_0564,2023-02-11,63.15,Clothing,Male,45,Houston,Cash,loyal
TXN_005955,CUST_0359,2023-09-13,121.82,Home & Garden,Female,37,San Antonio,Cash,loyal
TXN_003519,CUST_0222,2023-04-10,327.76,Health & Beauty,Female,57,San Antonio,PayPal,champion
TXN_000131,CUST_0008,2023-10-30,192.5,Clothing,Female,38,Chicago,Debit Card,loyal
TXN_015687,CUST_0959,2024-04-14,286.4,Clothing,Male,42,Houston,Debit Card,champion
TXN_016119,CUST_0990,2024-03-02,111.89,Sports,Female,25,Houston,Debit Card,champion
TXN_002209,CUST_0142,2023-05-10,119.07,Health & Beauty,Male,42,Chicago,Debit Card,champion
TXN_003297,CUST_0208,2024-01-30,167.88,Electronics,Female,25,Phoenix,Cash,champion
TXN_008687,CUST_0525,2023-09-08,683.64,Books,Female,30,Chicago,Debit Card,champion
TXN_010400,CUST_0620,2023-09-18,127.46,Electronics,Female,45,Los Angeles,PayPal,loyal
TXN_003691,CUST_0230,2023-10-13,143.15,Toys,Female,57,Philadelphia,Credit Card,loyal
TXN_008919,CUST_0541,2023-12-17,146.47,Health & Beauty,Female,36,San Antonio,Credit Card,at_risk
TXN_005834,CUST_0348,2024-03-28,305.21,Toys,Male,58,San Diego,PayPal,champion
TXN_002091,CUST_0135,2024-03-13,112.52,Toys,Female,23,Houston,PayPal,at_risk
TXN_004903,CUST_0300,2024-06-16,183.29,Clothing,Male,54,New York,Debit Card,loyal
TXN_014236,CUST_0871,2023-11-19,51.61,Home & Garden,Male,33,Phoenix,Cash,dormant
TXN_000651,CUST_0047,2024-02-16,169.15,Sports,Male,47,New York,Debit Card,champion
TXN_013004,CUST_0784,2023-03-10,53.26,Electronics,Male,41,Philadelphia,Cash,dormant
TXN_002619,CUST_0175,2024-05-03,116.87,Books,Female,20,San Diego,PayPal,at_risk
TXN_001024,CUST_0069,2023-09-22,100.02,Books,Male,56,Phoenix,Debit Card,loyal
TXN_015362,CUST_0941,2024-04-16,171.34,Health & Beauty,Male,61,Los Angeles,Cash,loyal
TXN_001839,CUST_0120,2024-06-26,129.85,Groceries,Female,54,New York,Cash,at_risk
TXN_004193,CUST_0254,2022-12-28,54.28,Books,Male,60,Phoenix,Debit Card,at_risk
TXN_001143,CUST_0075,2023-08-07,122.41,Books,Female,42,San Antonio,Debit Card,champion
TXN_012940,CUST_0777,2023-06-15,242.68,Toys,Male,30,Houston,Cash,champion
TXN_009881,CUST_0595,2023-08-14,144.81,Home & Garden,Female,25,Philadelphia,Credit Card,champion
TXN_010460,CUST_0622,2023-01-16,104.55,Groceries,Male,52,Philadelphia,Credit Card,at_risk
TXN_009565,CUST_0578,2023-05-02,305.52,Clothing,Female,51,Chicago,Debit Card,champion
TXN_006703,CUST_0414,2024-02-01,208.84,Books,Female,24,San Diego,Credit Card,champion
TXN_008797,CUST_0534,2023-10-13,318.01,Health & Beauty,Female,46,Philadelphia,Cash,champion
TXN_003295,CUST_0208,2024-01-26,138.73,Books,Female,25,Phoenix,Cash,champion
TXN_007074,CUST_0437,2023-09-24,,Health & Beauty,Male,55,Philadelphia,Debit Card,champion
TXN_001303,CUST_0088,2023-08-16,107.18,Health & Beauty,Female,30,San Antonio,PayPal,at_risk
TXN_000762,CUST_0051,2023-10-19,119.25,Home & Garden,Other,35,Houston,PayPal,at_risk
TXN_007109,CUST_0439,2024-05-21,271.84,Health & Beauty,Female,28,Los Angeles,Credit Card,champion
TXN_000110,CUST_0007,2024-01-20,19.85,Toys,Male,48,Los Angeles,Cash,dormant
TXN_002442,CUST_0163,2023-09-20,405.45,Toys,Female,40,Philadelphia,Credit Card,champion
TXN_015298,CUST_0936,2023-02-10,39.62,Groceries,Male,67,Philadelphia,PayPal,at_risk
TXN_002522,CUST_0170,2023-06-12,95.48,Books,Female,52,Philadelphia,Credit Card,at_risk
TXN_011702,CUST_0702,2023-12-16,58.9,Clothing,Male,55,Houston,Credit Card,dormant
TXN_015200,CUST_0931,2023-06-10,201.92,Electronics,Male,35,Phoenix,PayPal,champion
TXN_002754,CUST_0183,2022-10-10,72.6,Groceries,Female,21,Houston,Debit Card,dormant
TXN_008870,CUST_0538,2024-06-13,127.19,Home & Garden,Male,35,New York,Credit Card,loyal
TXN_005916,CUST_0356,2023-06-29,101.48,Health & Beauty,Female,19,Philadelphia,Credit Card,at_risk
TXN_004077,CUST_0251,2023-04-25,56.31,Groceries,Male,55,San Antonio,Cash,at_risk
TXN_011021,CUST_0654,2023-02-20,214.59,Books,Female,54,Philadelphia,Debit Card,champion
TXN_006341,CUST_0384,2023-04-18,193.16,Toys,Female,41,New York,Debit Card,loyal
TXN_016201,CUST_0993,2024-02-26,316.57,Clothing,Male,58,Houston,PayPal,champion
TXN_000245,CUST_0020,2024-01-14,264.45,Toys,Male,43,Philadelphia,PayPal,loyal
TXN_014052,CUST_0858,2023-05-28,41.73,Books,Male,36,New York,Debit Card,dormant
TXN_015814,CUST_0967,2023-12-31,70.23,Electronics,Female,56,Chicago,PayPal,at_risk
TXN_005456,CUST_0328,2023-05-28,121.92,Home & Garden,Female,24,Los Angeles,Debit Card,loyal
TXN_000095,CUST_0005,2023-05-09,99.74,Sports,Male,36,Philadelphia,Debit Card,loyal
TXN_004189,CUST_0254,2024-05-02,42.89,Toys,Male,60,Phoenix,PayPal,at_risk
TXN_002611,CUST_0175,2023-09-20,152.78,Sports,Female,20,San Diego,Credit Card,at_risk
TXN_010109,CUST_0603,2022-12-30,94.91,Sports,Male,31,Chicago,Credit Card,dormant
TXN_002818,CUST_0186,2023-03-10,46.3,Clothing,Female,51,San Diego,Debit Card,at_risk
TXN_000219,CUST_0014,2023-03-08,117.25,Sports,Male,25,Philadelphia,PayPal,at_risk
TXN_016113,CUST_0990,2023-07-09,173.52,Sports,Female,25,Houston,Debit Card,champion
TXN_010763,CUST_0640,2023-07-12,224.59,Books,Male,27,Phoenix,Debit Card,champion
TXN_002457,CUST_0163,2024-01-18,388.57,Toys,Female,40,Philadelphia,Debit Card,champion
TXN_002533,CUST_0172,2024-02-04,183.72,Toys,Male,35,Phoenix,Debit Card,champion
TXN_013907,CUST_0840,2023-10-21,192.67,Clothing,Female,61,Phoenix,Credit Card,at_risk
TXN_007930,CUST_0487,2023-07-24,410.92,Electronics,Male,61,San Diego,Cash,champion
TXN_005516,CUST_0330,2023-03-17,106.07,Groceries,Male,28,New York,PayPal,loyal
TXN_005843,CUST_0348,2024-04-07,461.1,Health & Beauty,Male,58,San Diego,PayPal,champion
TXN_013301,CUST_0800,2024-05-27,98.79,Groceries,Female,66,Philadelphia,PayPal,loyal
TXN_007756,CUST_0473,2024-05-29,424.7,Toys,Male,30,Philadelphia,Debit Card,champion
TXN_011465,CUST_0680,2023-03-04,139.62,Health & Beauty,Female,22,Philadelphia,PayPal,loyal
TXN_004301,CUST_0259,2024-02-10,105.76,Books,Female,59,Phoenix,Debit Card,champion
TXN_008170,CUST_0497,2024-04-01,219.99,Electronics,Female,48,Phoenix,Credit Card,champion
TXN_014743,CUST_0906,2023-02-07,85.23,Home & Garden,Female,38,San Antonio,Debit Card,loyal
TXN_002375,CUST_0156,2024-03-05,94.85,Toys,Male,58,New York,Credit Card,at_risk
TXN_003337,CUST_0209,2024-03-31,121.28,Electronics,Male,22,Chicago,PayPal,loyal
TXN_010306,CUST_0616,2023-02-23,57.72,Toys,Female,56,Los Angeles,Cash,at_risk
TXN_010959,CUST_0653,2024-03-20,316.24,Toys,Female,60,Los Angeles,Debit Card,champion
TXN_000330,CUST_0024,2023-07-20,196.73,Electronics,Male,64,San Antonio,PayPal,champion
TXN_001786,CUST_0117,2023-05-01,340.7,Groceries,Female,67,Los Angeles,Debit Card,champion
TXN_000812,CUST_0057,2023-12-10,209.39,Toys,Male,41,Houston,Cash,at_risk
TXN_001978,CUST_0130,2024-02-08,171.4,Sports,Female,21,Philadelphia,Debit Card,loyal
TXN_003116,CUST_0198,2024-02-15,185.79,Clothing,Female,26,San Diego,PayPal,loyal
TXN_013049,CUST_0789,2022-10-19,45.73,Sports,Male,18,Houston,Debit Card,at_risk
TXN_000613,CUST_0046,2023-08-02,43.98,Clothing,Female,48,Houston,PayPal,dormant
TXN_001282,CUST_0087,2023-12-11,337.24,Electronics,Female,47,New York,Debit Card,champion
TXN_011705,CUST_0703,2023-04-14,123.81,Home & Garden,Male,37,San Diego,Credit Card,loyal
TXN_005479,CUST_0329,2023-08-09,71.32,Sports,Male,46,Phoenix,PayPal,loyal
TXN_014144,CUST_0867,2023-08-02,173.2,Health & Beauty,Male,64,San Antonio,PayPal,loyal
TXN_013267,CUST_0798,2024-01-20,225.16,Health & Beauty,Female,66,New York,Cash,champion
TXN_015414,CUST_0944,2023-10-14,,Books,Female,38,New York,PayPal,at_risk
TXN_006145,CUST_0371,2023-02-11,292.95,Electronics,Male,54,Phoenix,Cash,champion
TXN_006086,CUST_0369,2024-06-07,407.18,Clothing,Male,64,New York,Cash,champion
TXN_007092,CUST_0437,2023-05-23,215.61,Health & Beauty,Male,55,Philadelphia,Debit Card,champion
TXN_009344,CUST_0570,2024-06-08,385.54,Clothing,Male,68,Los Angeles,Debit Card,champion
TXN_010845,CUST_0646,2023-10-09,212.7,Sports,Female,37,Los Angeles,Cash,loyal
TXN_015645,CUST_0956,2023-09-21,26.41,Books,Male,26,Chicago,Credit Card,dormant
TXN_010297,CUST_0615,2023-01-22,74.78,Health & Beauty,Female,19,Houston,Cash,dormant
TXN_003921,CUST_0242,2023-11-04,292.87,Health & Beauty,Female,65,Phoenix,Debit Card,champion
TXN_014033,CUST_0855,2023-01-28,101.61,Home & Garden,Male,38,New York,PayPal,loyal
TXN_013083,CUST_0791,2023-11-27,39.78,Toys,Male,24,San Diego,PayPal,at_risk
TXN_013692,CUST_0826,2022-12-21,124.44,Toys,Female,22,San Diego,Credit Card,at_risk
TXN_012923,CUST_0777,2023-07-11,95.56,Sports,Male,30,Houston,Cash,champion
TXN_007428,CUST_0454,2023-08-29,53.7,Home & Garden,Female,49,San Diego,Cash,dormant
TXN_013311,CUST_0800,2023-04-05,164.84,Electronics,Female,66,Philadelphia,Debit Card,loyal
TXN_003018,CUST_0191,2024-01-03,181.54,Clothing,Male,46,Philadelphia,Debit Card,champion
TXN_002692,CUST_0178,2024-05-22,117.22,Home & Garden,Male,55,Houston,Debit Card,loyal
TXN_009804,CUST_0590,2023-01-25,233.17,Electronics,Male,38,Los Angeles,Cash,loyal
TXN_004885,CUST_0299,2024-05-23,148.32,Electronics,Female,47,Houston,Debit Card,loyal
TXN_008612,CUST_0519,2023-12-06,192.34,Electronics,Other,31,Los Angeles,Cash,champion
TXN_005639,CUST_0340,2023-05-13,162.39,Health & Beauty,Male,51,San Diego,PayPal,loyal
TXN_008638,CUST_0522,2023-09-07,80.08,Groceries,Male,29,Phoenix,Cash,loyal
TXN_008893,CUST_0540,2023-12-07,182.3,Toys,Male,35,Chicago,Cash,at_risk
TXN_002664,CUST_0177,2023-05-30,249.51,Home & Garden,Female,52,Los Angeles,Debit Card,champion
TXN_000092,CUST_0005,2023-01-15,120.65,Health & Beauty,Male,36,Philadelphia,PayPal,loyal
TXN_014825,CUST_0911,2023-10-12,153.71,Sports,Female,26,Los Angeles,Cash,champion
TXN_001731,CUST_0116,2024-05-24,62.96,Toys,Female,47,Houston,Cash,loyal
TXN_009724,CUST_0585,2023-11-07,183.06,Clothing,Female,29,Houston,PayPal,champion
TXN_010249,CUST_0610,2023-08-18,33.45,Sports,Female,64,Los Angeles,Cash,new
TXN_009113,CUST_0553,2022-12-25,87.34,Health & Beauty,Female,50,San Antonio,PayPal,at_risk
TXN_002318,CUST_0150,2024-01-17,81.32,Toys,Male,62,Los Angeles,Credit Card,at_risk
TXN_015072,CUST_0925,2023-08-18,31.88,Toys,Male,41,Philadelphia,Debit Card,dormant
TXN_008743,CUST_0532,2023-03-10,80.71,Sports,Other,62,Houston,Debit Card,dormant
TXN_014445,CUST_0887,2023-06-08,219.48,Health & Beauty,Female,27,New York,Cash,champion
TXN_015270,CUST_0935,2024-06-08,372.37,Sports,Male,50,Houston,PayPal,champion
TXN_004771,CUST_0293,2024-01-30,109.07,Toys,Female,27,Phoenix,PayPal,loyal
TXN_008842,CUST_0537,2023-06-01,255.89,Books,Female,61,Phoenix,Credit Card,champion
TXN_001451,CUST_0099,2024-04-03,107.2,Toys,Male,46,Chicago,Debit Card,loyal
TXN_003467,CUST_0220,2023-08-03,383.01,Home & Garden,Female,34,San Antonio,PayPal,champion
TXN_015711,CUST_0959,2023-10-10,143.31,Electronics,Male,42,Houston,Credit Card,champion
TXN_005940,CUST_0358,2023-07-27,111.69,Toys,Female,31,New York,PayPal,loyal
TXN_008725,CUST_0526,2023-11-26,168.38,Groceries,Male,42,Los Angeles,PayPal,loyal
TXN_006498,CUST_0398,2024-04-02,496.1,Books,Male,44,Chicago,Credit Card,champion
TXN_002794,CUST_0185,2023-04-03,152.45,Electronics,Male,54,San Diego,PayPal,loyal
TXN_008126,CUST_0497,2023-10-04,206.44,Books,Female,48,Phoenix,Cash,champion
TXN_007826,CUST_0479,2023-11-26,452.22,Books,Other,55,San Diego,Debit Card,champion
TXN_001943,CUST_0126,2024-06-21,99.62,Home & Garden,Male,26,Philadelphia,PayPal,new
TXN_015649,CUST_0958,2024-01-20,103.94,Books,Male,30,San Antonio,Debit Card,loyal
TXN_013555,CUST_0817,2024-04-13,95.86,Clothing,Female,25,San Antonio,Debit Card,loyal
TXN_007628,CUST_0463,2022-10-22,60.62,Toys,Female,49,San Antonio,Debit Card,at_risk
TXN_013610,CUST_0822,2023-01-10,74.6,Toys,Male,46,San Diego,PayPal,loyal
TXN_009320,CUST_0569,2023-01-14,92.61,Home & Garden,Female,66,Los Angeles,Debit Card,loyal
TXN_006867,CUST_0421,2023-10-08,463.21,Electronics,Female,65,New York,PayPal,champion
TXN_002992,CUST_0191,2023-06-26,361.05,Sports,Male,46,Philadelphia,PayPal,champion
TXN_008794,CUST_0534,2023-06-27,110.69,Toys,Female,46,Philadelphia,Debit Card,champion
TXN_001511,CUST_0105,2024-04-18,486.88,Toys,Female,47,Houston,PayPal,champion
TXN_010834,CUST_0646,2023-01-17,196.69,Clothing,Female,37,Los Angeles,Cash,loyal
TXN_015214,CUST_0931,2023-01-29,185.13,Home & Garden,Male,35,Phoenix,Debit Card,champion
TXN_001513,CUST_0105,2024-06-27,415.69,Sports,Female,47,Houston,Cash,champion
TXN_008020,CUST_0492,2023-02-05,367.32,Groceries,Female,23,Houston,Credit Card,champion
TXN_006951,CUST_0426,2024-06-12,158.22,Sports,Female,28,Chicago,Credit Card,champion
TXN_002596,CUST_0174,2023-05-05,182.52,Electronics,Male,41,Los Angeles,Credit Card,loyal
TXN_000573,CUST_0043,2023-08-03,252.65,Electronics,Male,40,New York,PayPal,loyal
TXN_015959,CUST_0980,2023-11-25,360.91,Groceries,Female,56,San Diego,PayPal,champion
TXN_008925,CUST_0542,2022-09-22,80.45,Sports,Female,39,Philadelphia,PayPal,at_risk
TXN_015668,CUST_0958,2023-08-23,82.05,Home & Garden,Male,30,San Antonio,PayPal,loyal
TXN_007900,CUST_0487,2023-11-17,505.44,Electronics,Male,61,San Diego,PayPal,champion
TXN_000068,CUST_0004,2023-10-04,223.13,Clothing,Female,41,San Diego,Debit Card,loyal
TXN_015203,CUST_0931,2023-03-09,194.24,Books,Male,35,Phoenix,Cash,champion
TXN_005545,CUST_0332,2023-05-13,118.23,Home & Garden,Female,23,San Diego,Cash,loyal
TXN_011523,CUST_0686,2024-04-05,248.82,Home & Garden,Female,59,San Antonio,Credit Card,loyal
TXN_009300,CUST_0568,2023-11-04,89.12,Groceries,Male,67,San Diego,PayPal,loyal
TXN_005849,CUST_0348,2024-04-25,411.46,Toys,Male,58,San Diego,PayPal,champion
TXN_006489,CUST_0398,2023-03-17,462.68,Groceries,Male,44,Chicago,Debit Card,champion
TXN_015023,CUST_0922,2022-07-18,72.43,Clothing,Female,54,Los Angeles,Debit Card,dormant
TXN_014279,CUST_0877,2024-02-03,121.72,Groceries,Female,66,New York,PayPal,at_risk
TXN_014675,CUST_0902,2024-03-22,251.98,Toys,Male,59,San Antonio,Debit Card,champion
TXN_005814,CUST_0348,2023-03-01,383.95,Books,Male,58,San Diego,Cash,champion
TXN_012069,CUST_0722,2024-06-10,389.34,Health & Beauty,Male,51,Chicago,PayPal,champion
TXN_005715,CUST_0342,2024-04-23,97.18,Home & Garden,Male,51,New York,Cash,loyal
TXN_005838,CUST_0348,2024-04-18,298.71,Clothing,Male,58,San Diego,Credit Card,champion
TXN_014821,CUST_0911,2023-09-02,141.18,Clothing,Female,26,Los Angeles,Debit Card,champion
TXN_003017,CUST_0191,2023-12-03,371.53,Clothing,Male,46,Philadelphia,Credit Card,champion
TXN_004768,CUST_0293,2023-07-29,149.17,Health & Beauty,Female,27,Phoenix,Cash,loyal
TXN_004884,CUST_0299,2023-10-03,189.99,Home & Garden,Female,47,Houston,Credit Card,loyal
TXN_004075,CUST_0251,2024-06-03,55.18,Clothing,Male,55,San Antonio,Debit Card,at_risk
TXN_012861,CUST_0775,2023-04-08,216.09,Books,Female,51,San Diego,Cash,loyal
TXN_008200,CUST_0499,2023-08-13,314.02,Books,Other,58,Phoenix,PayPal,champion
TXN_012794,CUST_0770,2024-02-07,114.36,Clothing,Female,63,Houston,Credit Card,loyal
TXN_002115,CUST_0138,2023-08-26,133.47,Groceries,Female,41,San Antonio,Cash,at_risk
TXN_010548,CUST_0632,2023-07-08,310.57,Health & Beauty,Female,48,Houston,PayPal,champion
TXN_005659,CUST_0341,2023-11-16,150.2,Sports,Female,63,Phoenix,PayPal,champion
TXN_011587,CUST_0689,2023-07-21,148.91,Electronics,Female,41,Chicago,Credit Card,champion
TXN_004850,CUST_0296,2024-04-10,180.81,Home & Garden,Female,51,Phoenix,Credit Card,loyal
TXN_004948,CUST_0304,2023-12-26,106.49,Home & Garden,Female,37,Chicago,PayPal,champion
TXN_008395,CUST_0507,2024-01-15,236.57,Books,Female,64,Houston,Cash,loyal
TXN_009593,CUST_0578,2024-05-18,410.04,Sports,Female,51,Chicago,PayPal,champion
TXN_004708,CUST_0290,2024-02-07,168.76,Books,Female,36,Los Angeles,Debit Card,champion
TXN_005527,CUST_0331,2023-04-04,255.46,Clothing,Male,50,New York,Debit Card,at_risk
TXN_013889,CUST_0839,2022-11-28,79.56,Health & Beauty,Female,67,Los Angeles,Cash,at_risk
TXN_004716,CUST_0290,2024-06-10,263.67,Books,Female,36,Los Angeles,Cash,champion
TXN_010937,CUST_0653,2024-03-18,299.91,Groceries,Female,60,Los Angeles,PayPal,champion
TXN_012601,CUST_0752,2024-05-16,95.84,Electronics,Female,45,Houston,PayPal,loyal
TXN_010443,CUST_0621,2023-02-28,125.13,Books,Male,19,Phoenix,Cash,loyal
TXN_007412,CUST_0452,2022-12-25,60.69,Clothing,Female,29,San Diego,PayPal,at_risk
TXN_014791,CUST_0909,2022-11-02,24.24,Health & Beauty,Male,26,Houston,Cash,dormant
TXN_006189,CUST_0373,2023-07-14,69.97,Electronics,Male,23,Phoenix,PayPal,loyal
TXN_010711,CUST_0640,2024-02-14,257.43,Groceries,Male,27,Phoenix,Cash,champion
TXN_008203,CUST_0499,2023-08-28,47.45,Toys,Other,58,Phoenix,Cash,champion
TXN_006888,CUST_0424,2023-05-25,36.71,Clothing,Female,41,San Antonio,Debit Card,dormant
TXN_011014,CUST_0654,2024-02-21,275.41,Books,Female,54,Philadelphia,Debit Card,champion
TXN_002036,CUST_0131,2023-10-26,393.83,Home & Garden,Male,29,Philadelphia,Credit Card,champion
TXN_003065,CUST_0194,2023-01-02,138.95,Health & Beauty,Female,42,Phoenix,Debit Card,at_risk
TXN_014793,CUST_0909,2023-07-22,31.69,Home & Garden,Male,26,Houston,PayPal,dormant
TXN_010061,CUST_0601,2023-06-13,210.23,Electronics,Male,61,Chicago,Credit Card,champion
